398.187 0.171875
400 0.154412
401.813 0.0284926
403.625 0.129596
405.438 0.133272
407.251 0.119485
409.063 0.0275735
410.876 0.0238971
412.689 0.0716912
414.502 0.0808824
416.314 0.171875
418.127 0.143382
419.94 0.210478
421.752 0.178309
423.565 0.229779
425.378 0.115809
427.19 0.119485
429.003 0.227941
430.816 0.237132
432.628 0.0560662
434.441 0.147978
436.254 0.101103
438.066 0.248162
439.879 0.240809
441.692 0.241728
443.505 0.101103
445.317 0.248162
447.13 0.0606618
448.943 0.0257353
450.755 0.224265
452.568 0.0431985
454.381 0.222426
456.193 0.0422794
458.006 0.225184
459.819 0.116728
461.631 0.0119485
463.444 0.229779
465.257 0.22886
467.069 0.238971
468.882 0.0220588
470.695 0.0551471
472.508 0.144301
474.32 0.110294
476.133 0.246324
477.946 0.0689338
479.758 0.119485
481.571 0.258272
483.384 0.250919
485.196 0.268382
487.009 0.269301
488.822 0.299632
490.634 0.20864
492.447 0.300551
494.26 0.308824
496.073 0.309743
497.885 0.321691
499.698 0.340074
501.511 0.341912
503.323 0.345588
505.136 0.257353
506.949 0.354779
508.761 0.359375
510.574 0.267463
512.387 0.375
514.199 0.185662
516.012 0.374081
517.825 0.288603
519.637 0.391544
521.45 0.174632
523.263 0.178309
525.076 0.290441
526.888 0.277574
528.701 0.158088
532.326 0.391544
534.139 0.274816
535.952 0.286765
537.764 0.207721
539.577 0.403493
541.39 0.408088
543.202 0.194853
545.015 0.247243
546.828 0.339154
548.64 0.431066
550.453 0.457721
552.266 0.455882
554.079 0.474265
555.891 0.494485
557.704 0.268382
559.517 0.481618
561.329 0.377757
563.142 0.469669
564.955 0.454044
566.767 0.457721
568.58 0.440257
570.393 0.595588
572.205 0.439338
574.018 0.435662
575.831 0.4375
577.644 0.482537
579.456 0.436581
581.269 0.334559
583.082 0.329044
584.894 0.53125
586.707 0.433824
588.52 0.517463
590.332 0.446691
592.145 0.486213
593.958 0.443015
595.77 0.518382
597.583 0.283088
599.396 0.261029
601.208 0.439338
603.021 0.441176
604.834 0.444853
606.647 0.595588
608.459 0.240809
610.272 0.448529
612.085 0.448529
613.897 0.346507
615.71 0.438419
617.523 0.438419
619.335 0.232537
621.148 0.243566
622.961 0.595588
624.773 0.595588
626.586 0.595588
628.399 0.220588
630.211 0.215074
632.024 0.200368
633.837 0.391544
635.65 0.595588
637.462 0.595588
639.275 0.595588
641.088 0.595588
642.9 0.196691
644.713 0.206801
646.526 0.59375
648.338 0.59375
650.151 0.59375
651.964 0.402574
653.776 0.568015
655.589 0.574449
657.402 0.576287
659.215 0.575368
661.027 0.576287
662.84 0.245404
664.653 0.246324
666.465 0.575368
668.278 0.570772
670.091 0.402574
671.903 0.560662
673.716 0.395221
675.529 0.216912
677.341 0.568015
679.154 0.294118
680.967 0.522978
682.779 0.270221
684.592 0.525735
686.405 0.290441
688.218 0.272978
690.03 0.53125
691.843 0.538603
693.656 0.264706
697.281 0.259191
699.094 0.261029
700.906 0.167279
702.719 0.167279
704.532 0.167279
706.344 0.210478
708.157 0.251838
709.97 0.241728
711.782 0.240809
713.595 0.227022
715.408 0.235294
717.221 0.209559
719.033 0.220588
720.846 0.196691
722.659 0.193015
724.471 0.189338
726.284 0.191176
728.097 0.178309
729.909 0.162684
731.722 0.152574
733.535 0.160846
735.347 0.159007
737.16 0.157169
738.973 0.154412
740.785 0.141544
742.598 0.147059
744.411 0.133272
746.224 0.130515
748.036 0.131434
749.849 0.126838
751.662 0.124081
753.474 0.126838
755.287 0.125
757.1 0.120404
758.912 0.118566
760.725 0.116728
762.538 0.117647
764.35 0.115809
766.163 0.143382
767.976 0.111213
769.789 0.105699
771.601 0.108456
773.414 0.108456
775.227 0.101103
777.039 0.101103
782.477 0.101103
784.29 0.104779
786.103 0.102941
787.915 0.0992647
789.728 0.0974265
791.541 0.0974265
793.353 0.154412
795.166 0.154412
796.979 0.106618
798.792 0.10386
800.604 0.106618
802.417 0.108456
804.23 0.106618
806.042 0.113971
809.668 0.109375
811.48 0.108456
816.918 0.110294
818.731 0.102941
820.544 0.0928309
822.356 0.0946691
824.169 0.0946691
825.982 0.163603
827.795 0.0827206
829.607 0.0818015
831.42 0.0845588
836.858 0.0836397
838.671 0.0836397
840.483 0.161765
842.296 0.0790441
844.109 0.0790441
845.921 0.0818015
847.734 0.0863971
849.547 0.0873162
851.36 0.0863971
853.172 0.0873162
854.985 0.0974265
856.798 0.0909926
858.61 0.0983456
860.423 0.117647
862.236 0.111213
864.048 0.112132
865.861 0.116728
867.674 0.125
869.486 0.142463
871.299 0.137868
873.112 0.151654
874.924 0.246324
876.737 0.148897
878.55 0.147059
880.363 0.262868
882.175 0.159007
883.988 0.159007
885.801 0.161765
887.613 0.164522
889.426 0.167279
891.239 0.22886
893.051 0.182904
894.864 0.183824
896.677 0.183824
898.489 0.184743
900.302 0.183824
902.115 0.182904
903.927 0.235294
905.74 0.171875
907.553 0.167279
909.366 0.169118
911.178 0.168199
912.991 0.164522
914.804 0.170956
916.616 0.170956
918.429 0.171875
920.242 0.180147
922.054 0.179228
923.867 0.184743
925.68 0.195772
927.492 0.198529
929.305 0.205882
931.118 0.227941
932.931 0.229779
934.743 0.230699
936.556 0.246324
938.369 0.247243
940.181 0.27114
941.994 0.273897
943.807 0.284007
945.619 0.283088
947.432 0.313419
949.245 0.336397
951.057 0.321691
952.87 0.320772
954.683 0.347426
956.495 0.376838
958.308 0.382353
960.121 0.400735
961.934 0.409007
963.746 0.455882
965.559 0.446691
967.372 0.474265
969.184 0.504596
970.997 0.509191
972.81 0.54136
974.622 0.550551
976.435 0.579044
978.248 0.627757
980.06 0.630515
981.873 0.674632
983.686 0.685662
985.498 0.698529
987.311 0.738051
989.124 0.712316
990.937 0.715993
992.749 0.727941
994.562 0.719669
996.375 0.720588
998.187 0.735294
1000 0.775735
1001.81 0.746324
1003.63 0.744485
1005.44 0.742647
1007.25 0.754596
1009.06 0.75
1010.88 0.757353
1012.69 0.775735
1014.5 0.77114
1016.31 0.783088
1018.13 0.779412
1019.94 0.801471
1021.75 0.809743
1023.56 0.84375
1025.38 0.831801
1027.19 0.840074
1029 0.837316
1030.82 0.818015
1032.63 0.805147
1034.44 0.789522
1036.25 0.759191
1038.07 0.759191
1039.88 0.762868
1041.69 0.751838
1043.5 0.761029
1045.32 0.756434
1047.13 0.746324
1048.94 0.745404
1050.76 0.749081
1052.57 0.749081
1054.38 0.733456
1056.19 0.703125
1058.01 0.683824
1059.82 0.681985
1061.63 0.668199
1063.44 0.642463
1065.26 0.57261
1067.07 0.58364
1068.88 0.506434
1070.69 0.512868
1072.51 0.474265
1074.32 0.481618
1076.13 0.443015
1077.95 0.441176
1079.76 0.420956
1081.57 0.422794
1083.38 0.420956
1085.2 0.411765
1087.01 0.408088
1088.82 0.408088
1090.63 0.420956
1092.45 0.891544
1094.26 0.891544
1096.07 0.891544
1097.89 0.595588
1099.7 0.891544
1101.51 0.891544
1103.32 0.891544
1105.14 0.617647
1106.95 0.621324
1108.76 0.891544
1110.57 0.891544
1112.39 0.891544
1114.2 0.891544
1116.01 0.891544
1117.82 0.891544
1119.64 0.301471
1121.45 0.300551
1123.26 0.292279
1125.08 0.891544
1126.89 0.891544
1128.7 0.891544
1130.51 0.244485
1132.33 0.215074
1134.14 0.203125
1135.95 0.201287
1137.76 0.205882
1139.58 0.205882
1141.39 0.211397
1143.2 0.204963
1145.02 0.213235
1146.83 0.223346
1148.64 0.21875
1150.45 0.86489
1152.27 0.568015
1154.08 0.375919
1155.89 0.534926
1157.7 0.420956
1159.52 0.284926
1161.33 0.862132
1163.14 0.536765
1164.95 0.299632
1166.77 0.244485
1168.58 0.605699
1170.39 0.537684
1172.21 0.568934
1174.02 0.199449
1175.83 0.320772
1177.64 0.116728
1179.46 0.113051
1181.27 0.110294
1183.08 0.102022
1184.89 0.100184
1186.71 0.345588
1188.52 0.617647
1192.15 0.101103
1193.96 0.102941
1195.77 0.0955882
1197.58 0.112132
1199.4 0.117647
1201.21 0.286765
1203.02 0.235294
1204.83 0.134191
1206.65 0.137868
1208.46 0.139706
1210.27 0.150735
1212.08 0.100184
1213.9 0.0992647
1215.71 0.0992647
1217.52 0.0992647
1219.34 0.100184
1221.15 0.10386
1222.96 0.10386
1224.77 0.110294
1226.59 0.120404
1230.21 0.130515
1232.02 0.132353
1233.84 0.131434
1235.65 0.248162
1237.46 0.13511
1239.27 0.139706
1241.09 0.140625
1242.9 0.14614
1244.71 0.145221
1246.53 0.147059
1248.34 0.148897
1251.96 0.155331
1253.78 0.158088
1255.59 0.152574
1257.4 0.154412
1259.21 0.158088
1261.03 0.28125
1262.84 0.161765
1264.65 0.159926
1266.47 0.159007
1268.28 0.167279
1271.9 0.168199
1273.72 0.168199
1277.34 0.172794
1279.15 0.170037
1280.97 0.169118
1282.78 0.169118
1284.59 0.165441
1286.4 0.163603
1290.03 0.161765
1291.84 0.163603
1293.66 0.318015
1295.47 0.17739
1297.28 0.189338
1299.09 0.173713
1300.91 0.183824
1302.72 0.183824
1304.53 0.207721
1306.34 0.200368
1308.16 0.226103
1309.97 0.212316
1311.78 0.235294
1313.6 0.514706
1315.41 0.527574
1317.22 0.527574
1319.03 0.326287
1320.85 0.325368
1322.66 0.3125
1324.47 0.265625
1326.28 0.227941
1328.1 0.227941
1329.91 0.210478
1331.72 0.21875
1333.53 0.217831
1335.35 0.213235
1337.16 0.211397
1338.97 0.205882
1340.79 0.212316
1342.6 0.202206
1344.41 0.194853
1346.22 0.227941
1348.04 0.189338
1349.85 0.212316
1351.66 0.215074
1353.47 0.462316
1355.29 0.198529
1357.1 0.219669
1358.91 0.213235
1360.73 0.227941
1362.54 0.466912
1364.35 0.457721
1366.16 0.336397
1367.98 0.214154
1371.6 0.462316
1373.41 0.294118
1375.23 0.257353
1377.04 0.203125
1378.85 0.241728
1380.66 0.189338
1382.48 0.174632
1384.29 0.173713
1386.1 0.178309
1387.92 0.178309
1389.73 0.340074
1391.54 0.251838
1393.35 0.172794
1395.17 0.170956
1396.98 0.169118
1398.79 0.176471
1400.6 0.174632
1402.42 0.171875
1404.23 0.185662
1406.04 0.181985
1407.85 0.184743
1409.67 0.191176
1411.48 0.189338
1413.29 0.193015
1415.11 0.203125
1416.92 0.206801
1418.73 0.229779
1420.54 0.280331
1422.36 0.229779
1424.17 0.222426
1425.98 0.226103
1427.79 0.227022
1429.61 0.220588
1431.42 0.207721
